id,sourceWorkbookRow,bee,family,rank,beeSide,interaction,interactionGroup,interactionMeaning,partner,partnerFamily,partnerGenus,partnerKingdom,plant,sourceBacked,locality,locationClass,localityScore,lat,lon,distanceMi,eventDate,basis,sourceShort,citation,sourceUrl,sourceArchiveURI,referenceDoi
0,2,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Lampetis webbii,Buprestidae,Lampetis,Animalia,False,True,"Green Valley, Texas",≤150 mi from Kyle coordinate,1,31.25044,-99.25061,119.4,0008-01-01T00:00:00Z,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
1,72,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Paratyndaris chamaelonis,,,,False,True,"New Brunsfel, Texas",≤150 mi from Kyle coordinate,1,31.25044,-99.25061,119.4,,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
2,77,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Acmaeodera gibbula,Buprestidae,Acmaeodera,Metazoa,False,True,"Chisos, Texas",≤150 mi from Kyle coordinate,1,31.25044,-99.25061,119.4,,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
3,80,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Polycesta elata,Buprestidae,Polycesta,Metazoa,False,True,"Cypress Mills, Texas",≤150 mi from Kyle coordinate,1,31.25044,-99.25061,119.4,0001-01-01T00:00:00Z,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
4,83,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Polycesta elata,Buprestidae,Polycesta,Metazoa,False,True,"Cypress Mills, Texas",≤150 mi from Kyle coordinate,1,31.25044,-99.25061,119.4,0012-01-01T00:00:00Z,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
5,84,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Hippomelas sphenicus,Buprestidae,Hippomelas,Metazoa,False,True,"San Diego, Texas",≤150 mi from Kyle coordinate,1,31.25044,-99.25061,119.4,,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
6,109,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Polycesta elata,Buprestidae,Polycesta,Metazoa,False,True,"Bethage, Texas",≤150 mi from Kyle coordinate,1,31.25044,-99.25061,119.4,0005-11-01T00:00:00Z,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
7,112,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Chrysobothris octocola,Buprestidae,Chrysobothris,Metazoa,False,True,"Fedor, Lee Co., Texas",regional locality text,2,30.31604,-97.05276,54.2,,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
8,125,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Paratyndaris chamaelonis,,,,False,True,"Carmal County, Texas",≤150 mi from Kyle coordinate,1,31.25044,-99.25061,119.4,,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
9,141,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Polycesta velasco,Buprestidae,Polycesta,Animalia,False,True,"Carmal County, Texas",≤150 mi from Kyle coordinate,1,31.25044,-99.25061,119.4,,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
10,158,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Chrysobothris octocola,Buprestidae,Chrysobothris,Metazoa,False,True,"Carmal County, Texas",≤150 mi from Kyle coordinate,1,31.25044,-99.25061,119.4,,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
11,166,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Paratyndaris chamaelonis,,,,False,True,"Carmal County, Texas",≤150 mi from Kyle coordinate,1,31.25044,-99.25061,119.4,,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
12,182,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Chrysobothris debilis,Buprestidae,Chrysobothris,Metazoa,False,True,Texas,≤150 mi from Kyle coordinate,1,31.25044,-99.25061,119.4,,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
13,190,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Hippomelas sphenicus,Buprestidae,Hippomelas,Metazoa,False,True,"Between Laredo and Ringold Barracks, Texas",≤150 mi from Kyle coordinate,1,31.25044,-99.25061,119.4,,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
14,195,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Paratyndaris prosopis,Buprestidae,Paratyndaris,Metazoa,False,True,"Austin, Texas",≤25 mi from Kyle coordinate,4,30.26715,-97.74306,20.8,,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
15,197,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Hippomelas sphenicus,Buprestidae,Hippomelas,Metazoa,False,True,Texas,≤150 mi from Kyle coordinate,1,31.25044,-99.25061,119.4,,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
16,204,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Chrysobothris debilis,Buprestidae,Chrysobothris,Metazoa,False,True,"Aqua Nigro, Texas",≤150 mi from Kyle coordinate,1,31.25044,-99.25061,119.4,,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
17,218,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Lampetis webbii,Buprestidae,Lampetis,Animalia,False,True,Texas,≤150 mi from Kyle coordinate,1,31.25044,-99.25061,119.4,,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
18,230,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Acmaeodera gibbula,Buprestidae,Acmaeodera,Metazoa,False,True,Texas,≤150 mi from Kyle coordinate,1,31.25044,-99.25061,119.4,,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
19,238,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Agrilus pectoralis,Buprestidae,Agrilus,Animalia,False,True,Western Texas (exact locality not known),≤150 mi from Kyle coordinate,1,31.25044,-99.25061,119.4,,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
20,267,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Chrysobothris octocola,Buprestidae,Chrysobothris,Metazoa,False,True,Texas,≤150 mi from Kyle coordinate,1,31.25044,-99.25061,119.4,,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
21,320,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Agrilus pectoralis,Buprestidae,Agrilus,Animalia,False,True,Texas,≤150 mi from Kyle coordinate,1,31.25044,-99.25061,119.4,,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
22,374,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Chrysobothris debilis,Buprestidae,Chrysobothris,Metazoa,False,True,"Carmal County, Texas",≤150 mi from Kyle coordinate,1,31.25044,-99.25061,119.4,,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
23,394,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Polycesta velasco,Buprestidae,Polycesta,Animalia,False,True,Texas,≤150 mi from Kyle coordinate,1,31.25044,-99.25061,119.4,,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
24,399,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Polycesta elata,Buprestidae,Polycesta,Metazoa,False,True,Texas,≤150 mi from Kyle coordinate,1,31.25044,-99.25061,119.4,,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
25,426,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Polycesta elata,Buprestidae,Polycesta,Metazoa,False,True,Texas,≤150 mi from Kyle coordinate,1,31.25044,-99.25061,119.4,,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
26,430,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Gyascutus planicosta obliteratus,Buprestidae,Gyascutus,Metazoa,False,True,Texas,≤150 mi from Kyle coordinate,1,31.25044,-99.25061,119.4,,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
27,434,Prosopis,Colletidae,genus,target,parasiteOf,Parasite / host,source taxon was recorded as parasite of target taxon; direction matters,Paratyndaris chamaelonis,,,,False,True,Extreme Southern Texas.,≤150 mi from Kyle coordinate,1,31.25044,-99.25061,119.4,,,millerse/Buprestidae-of-North-America,"Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.",https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,https://zenodo.org/records/259795/files/millerse/Buprestidae-of-North-America-v1.0.zip,10.5962/bhl.title.6526
28,483,Bombus pensylvanicus,Apidae,species,target,endoparasiteOf,Parasite / host,source taxon was recorded as internal parasite of target taxon; direction matters,Nosema,Nosematidae,Nosema,Fungi,False,True,"TX08.site02, TX, USA",≤50 mi from Kyle coordinate,3,30.35,-97.45,35.7,2008-07-01T00:00:00Z,,jeremy-cohen/tmh-across-systems,"Cohen JM, Sauer EL, Santiago O, Spencer S, Rohr JR. 2020. Divergent impacts of warming weather on wildlife disease risk across climates. Science. doi:10.1126/science.abb1702. Accessed at <https://github.com/jeremy-cohen/tmh-across-systems/archive/8d82410f6d40…",https://github.com/jeremy-cohen/tmh-across-systems/archive/8d82410f6d40442f92cc082c15dfc97a323dd5d1.zip,https://github.com/jeremy-cohen/tmh-across-systems/archive/8d82410f6d40442f92cc082c15dfc97a323dd5d1.zip,
29,484,Bombus pensylvanicus,Apidae,species,target,endoparasiteOf,Parasite / host,source taxon was recorded as internal parasite of target taxon; direction matters,Nosema,Nosematidae,Nosema,Fungi,False,True,"TX09.site03, TX, USA",≤50 mi from Kyle coordinate,3,30.35,-97.38,38.8,2009-08-01T00:00:00Z,,jeremy-cohen/tmh-across-systems,"Cohen JM, Sauer EL, Santiago O, Spencer S, Rohr JR. 2020. Divergent impacts of warming weather on wildlife disease risk across climates. Science. doi:10.1126/science.abb1702. Accessed at <https://github.com/jeremy-cohen/tmh-across-systems/archive/8d82410f6d40…",https://github.com/jeremy-cohen/tmh-across-systems/archive/8d82410f6d40442f92cc082c15dfc97a323dd5d1.zip,https://github.com/jeremy-cohen/tmh-across-systems/archive/8d82410f6d40442f92cc082c15dfc97a323dd5d1.zip,
30,486,Bombus pensylvanicus,Apidae,species,target,endoparasiteOf,Parasite / host,source taxon was recorded as internal parasite of target taxon; direction matters,Nosema,Nosematidae,Nosema,Fungi,False,True,"TX08.site01, TX, USA",≤25 mi from Kyle coordinate,4,30.19,-97.87,13.9,2008-07-01T00:00:00Z,,jeremy-cohen/tmh-across-systems,"Cohen JM, Sauer EL, Santiago O, Spencer S, Rohr JR. 2020. Divergent impacts of warming weather on wildlife disease risk across climates. Science. doi:10.1126/science.abb1702. Accessed at <https://github.com/jeremy-cohen/tmh-across-systems/archive/8d82410f6d40…",https://github.com/jeremy-cohen/tmh-across-systems/archive/8d82410f6d40442f92cc082c15dfc97a323dd5d1.zip,https://github.com/jeremy-cohen/tmh-across-systems/archive/8d82410f6d40442f92cc082c15dfc97a323dd5d1.zip,
31,491,Bombus pensylvanicus,Apidae,species,target,endoparasiteOf,Parasite / host,source taxon was recorded as internal parasite of target taxon; direction matters,Nosema,Nosematidae,Nosema,Fungi,False,True,"TX08.site01, TX, USA",≤25 mi from Kyle coordinate,4,30.19,-97.87,13.9,2008-07-01T00:00:00Z,,jeremy-cohen/tmh-across-systems,"Cohen JM, Sauer EL, Santiago O, Spencer S, Rohr JR. 2020. Divergent impacts of warming weather on wildlife disease risk across climates. Science. doi:10.1126/science.abb1702. Accessed at <https://github.com/jeremy-cohen/tmh-across-systems/archive/8d82410f6d40…",https://github.com/jeremy-cohen/tmh-across-systems/archive/8d82410f6d40442f92cc082c15dfc97a323dd5d1.zip,https://github.com/jeremy-cohen/tmh-across-systems/archive/8d82410f6d40442f92cc082c15dfc97a323dd5d1.zip,
32,497,Bombus pensylvanicus,Apidae,species,target,endoparasiteOf,Parasite / host,source taxon was recorded as internal parasite of target taxon; direction matters,Nosema,Nosematidae,Nosema,Fungi,False,True,"TX08.site02, TX, USA",≤50 mi from Kyle coordinate,3,30.35,-97.45,35.7,2008-07-01T00:00:00Z,,jeremy-cohen/tmh-across-systems,"Cohen JM, Sauer EL, Santiago O, Spencer S, Rohr JR. 2020. Divergent impacts of warming weather on wildlife disease risk across climates. Science. doi:10.1126/science.abb1702. Accessed at <https://github.com/jeremy-cohen/tmh-across-systems/archive/8d82410f6d40…",https://github.com/jeremy-cohen/tmh-across-systems/archive/8d82410f6d40442f92cc082c15dfc97a323dd5d1.zip,https://github.com/jeremy-cohen/tmh-across-systems/archive/8d82410f6d40442f92cc082c15dfc97a323dd5d1.zip,
33,498,Bombus pensylvanicus,Apidae,species,target,endoparasiteOf,Parasite / host,source taxon was recorded as internal parasite of target taxon; direction matters,Nosema,Nosematidae,Nosema,Fungi,False,True,"TX09.site03, TX, USA",≤50 mi from Kyle coordinate,3,30.35,-97.38,38.8,2009-08-01T00:00:00Z,,jeremy-cohen/tmh-across-systems,"Cohen JM, Sauer EL, Santiago O, Spencer S, Rohr JR. 2020. Divergent impacts of warming weather on wildlife disease risk across climates. Science. doi:10.1126/science.abb1702. Accessed at <https://github.com/jeremy-cohen/tmh-across-systems/archive/8d82410f6d40…",https://github.com/jeremy-cohen/tmh-across-systems/archive/8d82410f6d40442f92cc082c15dfc97a323dd5d1.zip,https://github.com/jeremy-cohen/tmh-across-systems/archive/8d82410f6d40442f92cc082c15dfc97a323dd5d1.zip,
34,976,Bombus pensylvanicus,Apidae,species,source,visitsFlowersOf,Flower visit / pollination lead,bee was recorded visiting flowers of this plant; usually strong plant-use evidence,Verbena,Verbenaceae,Verbena,,False,True,,≤150 mi from Kyle coordinate,1,29.5387637755,-98.6767620226,57.2,2024-02-15T01:57:34Z,HumanObservation,globalbioticinteractions/inaturalist,https://www.inaturalist.org/observations/64003729,https://github.com/globalbioticinteractions/inaturalist/archive/535b4ba20f08ac1be2ad8c0244306108c434841f.zip,https://github.com/globalbioticinteractions/inaturalist/archive/535b4ba20f08ac1be2ad8c0244306108c434841f.zip,
35,977,Bombus pensylvanicus,Apidae,species,source,visitsFlowersOf,Flower visit / pollination lead,bee was recorded visiting flowers of this plant; usually strong plant-use evidence,Scutellaria,Irregularia,,Eukaryota,False,True,,≤150 mi from Kyle coordinate,1,29.5367651873,-98.5474018045,50.9,2024-02-05T20:24:37Z,HumanObservation,globalbioticinteractions/inaturalist,https://www.inaturalist.org/observations/62956497,https://github.com/globalbioticinteractions/inaturalist/archive/535b4ba20f08ac1be2ad8c0244306108c434841f.zip,https://github.com/globalbioticinteractions/inaturalist/archive/535b4ba20f08ac1be2ad8c0244306108c434841f.zip,
36,994,Thoracobombus,Apidae,subgenus,source,visitsFlowersOf,Flower visit / pollination lead,bee was recorded visiting flowers of this plant; usually strong plant-use evidence,Bidens radiata,Asteraceae,Bidens,,False,True,,≤50 mi from Kyle coordinate,3,30.2817042362,-97.2284764344,43.7,2024-02-05T20:14:51Z,HumanObservation,globalbioticinteractions/inaturalist,https://www.inaturalist.org/observations/62706149,https://github.com/globalbioticinteractions/inaturalist/archive/535b4ba20f08ac1be2ad8c0244306108c434841f.zip,https://github.com/globalbioticinteractions/inaturalist/archive/535b4ba20f08ac1be2ad8c0244306108c434841f.zip,
37,997,Bombus pensylvanicus,Apidae,species,source,eats,Feeding,bee was recorded feeding on or eating material from this partner,Liatris punctata,Asteraceae,Liatris,Plantae,True,True,,≤50 mi from Kyle coordinate,3,29.534020908,-98.4714715701,47.5,2022-09-23T21:36:29Z,HumanObservation,globalbioticinteractions/inaturalist,https://www.inaturalist.org/observations/62040067,https://github.com/globalbioticinteractions/inaturalist/archive/535b4ba20f08ac1be2ad8c0244306108c434841f.zip,https://github.com/globalbioticinteractions/inaturalist/archive/535b4ba20f08ac1be2ad8c0244306108c434841f.zip,
38,998,Bombus pensylvanicus,Apidae,species,source,visits,Visit,bee was recorded visiting this partner; context may be broader than flowers,Liatris punctata,Asteraceae,Liatris,Plantae,True,True,,≤50 mi from Kyle coordinate,3,29.534020908,-98.4714715701,47.5,2022-09-23T21:36:36Z,HumanObservation,globalbioticinteractions/inaturalist,https://www.inaturalist.org/observations/62040067,https://github.com/globalbioticinteractions/inaturalist/archive/535b4ba20f08ac1be2ad8c0244306108c434841f.zip,https://github.com/globalbioticinteractions/inaturalist/archive/535b4ba20f08ac1be2ad8c0244306108c434841f.zip,
39,1017,Xylocopa tabaniformis parkinsoniae,Apidae,subspecies,source,visitsFlowersOf,Flower visit / pollination lead,bee was recorded visiting flowers of this plant; usually strong plant-use evidence,Passiflora,Passifloraceae,Passiflora,Plantae,True,True,,≤150 mi from Kyle coordinate,1,29.52143667,-98.65633333,56.8,2024-02-10T00:26:48Z,HumanObservation,globalbioticinteractions/inaturalist,https://www.inaturalist.org/observations/60606283,https://github.com/globalbioticinteractions/inaturalist/archive/535b4ba20f08ac1be2ad8c0244306108c434841f.zip,https://github.com/globalbioticinteractions/inaturalist/archive/535b4ba20f08ac1be2ad8c0244306108c434841f.zip,
40,1019,Bombus pensylvanicus,Apidae,species,source,visitsFlowersOf,Flower visit / pollination lead,bee was recorded visiting flowers of this plant; usually strong plant-use evidence,Tecoma stans,Bignoniaceae,Tecoma,,False,True,,≤150 mi from Kyle coordinate,1,29.4919934088,-98.7963612283,65.0,2024-02-05T18:23:14Z,HumanObservation,globalbioticinteractions/inaturalist,https://www.inaturalist.org/observations/60744325,https://github.com/globalbioticinteractions/inaturalist/archive/535b4ba20f08ac1be2ad8c0244306108c434841f.zip,https://github.com/globalbioticinteractions/inaturalist/archive/535b4ba20f08ac1be2ad8c0244306108c434841f.zip,
